Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
445,507-24-02,BorgWarner Trolley Loading,D,Automotive,Machine Tending,2024-07-26T00:00:00.000,2024-12-19T00:00:00.000,actuals,yes,6,2,0,2,1,5,2,0.0,0.0,88.918803,0.685,0.555,0,0,0.0,0,0.239,15,0,0.785534,0,1,1,Robotic,0,3,202,18,2,156,20,0.0,AB Compact Logix,Keyence,15.0,1,Cognex Insight,1,2,6,252,12,12,3.2084,17.7838,12.82678,846.02,957.93,1423.36,461.19,507.82,1066.16,1.099484,88.63,91.86,216.43,1.356085,187.84,172.94,229.5,0.32705,366.16,443.21,806.12,0.818822,108.36,109.71,149.04,0.358491,707.91,604.84,1262.97,1.088106,99.25,88.8,138.48,0.559459,611.64,784.0,1306.23,0.66611,476.79,483.39,1146.24,1.371253,188.53,158.48,319.15,1.013819,462.7,527,788.99,0.497362,94.95,92.43,249.62,1.700638,372050
446,483-25-03,Pepsi Trolley Loading,E,Automotive,Engineered Manufacturing Systems,2025-12-16T00:00:00.000,2026-01-13T00:00:00.000,actuals,yes,4,1,1,5,0,1,5,0.0,62.619242,0.0,0.784,0.87,0,1,0.566,0,0.492,0,4,0.835101,0,1,1,Robotic,1,3,190,8,2,3,60,0.5,,,,0,,1,1,2,199,7,16,2.7422,18.7858,13.262995,670.2,619.83,1577.34,276.48,314.24,403.71,0.284719,75.58,77.42,186.17,1.404676,221.35,243.13,567.94,1.335952,302.26,256.87,597.17,1.324795,86.44,74.62,130.06,0.742964,342.05,314.14,507.8,0.616477,96.49,104.94,241.29,1.299314,742.14,851.24,2005.28,1.355716,158.53,157.19,314.49,1.0007,129.98,164.54,173.98,0.057372,360.25,382,357.17,-0.064486,64.75,62.54,106.46,0.702271,575500
447,421-22-02,BorgWarner Full Line Automation,A,Pharmaceutical / Medical Device,End of Line Automation,2022-04-05T00:00:00.000,2022-07-22T00:00:00.000,actuals,yes,1,1,1,8,0,11,1,58.165227,23.442242,0.0,0.663,0.662,0,0,0.0,0,0.224,0,2,0.804036,0,1,1,Robotic,0,2,73,9,2,56,72,0.0,AB Compact Logix,AB PanelView Plus,10.0,0,,1,6,1,132,4,12,3.6634,65.1979,12.779935,416.85,418.74,592.34,246.18,296.59,333.31,0.123807,53.59,61.93,134.33,1.169062,111.28,135.8,242.28,0.784094,224.51,214.26,341.25,0.592691,54.51,47.14,112.63,1.389266,371.37,465.95,1084.51,1.327524,47.06,55.55,114.92,1.068767,0.0,0.0,0.0,,0.0,0.0,0.0,,77.28,95.09,221.08,1.324955,153.31,167,250.01,0.495991,27.63,22.67,41.3,0.821791,355020
448,457-25-02,Polaris CNC Tending,C,Aerospace / Precision Machining,Metal Finishing,2025-03-29T00:00:00.000,2025-07-03T00:00:00.000,actuals,yes,2,0,15,7,0,6,0,0.0,0.0,0.0,0.795,0.905,1,0,0.0,0,0.322,20,4,0.36785,1,1,1,Robotic,0,2,126,8,2,223,72,2.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,5,10,139,2,24,4.1962,0.0,13.0873,693.46,655.78,826.92,375.53,327.91,398.75,0.216035,95.24,77.82,119.42,0.534567,203.92,192.43,325.8,0.693083,266.43,243.53,367.54,0.509219,106.52,92.88,137.56,0.481051,351.03,375.69,428.57,0.140754,77.79,79.83,109.47,0.371289,445.41,519.59,126.29,-0.756943,153.78,165.68,266.0,0.605505,280.75,278.21,370.34,0.331153,205.13,180,242.01,0.341891,85.89,79.61,90.33,0.134656,482770
449,513-24-02,Nestle Palletizer,E,Electronics / Semiconductor,Machine Tending,2024-04-20T00:00:00.000,2024-06-14T00:00:00.000,actuals,yes,4,0,5,1,0,3,1,67.43152,27.681625,0.0,0.508,0.691,0,0,0.0,1,0.24,0,3,0.370969,0,1,1,Robotic,0,3,130,18,2,340,72,1.0,,,,0,,0,2,4,172,4,11,3.2435,75.736,12.299204,427.33,381.71,830.7,192.32,163.62,242.74,0.483559,52.3,67.39,146.32,1.171242,87.05,71.1,172.68,1.428692,200.96,226.47,474.19,1.093831,65.66,78.33,113.62,0.45053,478.05,425.7,844.99,0.984942,48.97,58.18,136.49,1.345995,255.09,251.99,153.75,-0.389857,0.0,0.0,0.0,,90.94,113.0,159.26,0.409381,176.05,221,425.12,0.919971,26.57,24.69,53.42,1.163629,219520
450,476-25-01,3M Kitting Cell,A,Chemicals / Industrial Packaging,Engineered Manufacturing Systems,2025-05-18T00:00:00.000,2025-07-19T00:00:00.000,actuals,yes,8,2,0,4,1,1,1,0.0,75.337845,0.0,0.882,0.915,1,0,0.0,0,0.766,30,2,0.919956,0,1,1,Robotic,0,5,259,9,2,400,40,1.5,,,,0,,1,6,3,331,14,15,4.2027,22.6014,13.697626,806.28,706.56,1097.24,348.58,411.71,864.43,1.099609,114.21,96.63,189.87,0.964918,241.14,193.96,529.4,1.729429,225.98,292.72,559.61,0.911759,107.96,89.15,184.89,1.07392,887.59,842.22,1920.29,1.280034,118.98,124.81,306.45,1.455332,625.97,682.58,1399.6,1.050456,266.12,237.75,521.69,1.19428,268.85,253.72,479.32,0.889169,279.64,265,651.99,1.459412,101.66,116.1,240.16,1.068562,888800
451,499-22-02,Weldon Palletizer,,Consumer Goods (Pet Products),Engineered Manufacturing Systems,2022-02-01T00:00:00.000,2022-05-30T00:00:00.000,actuals,yes,14,1,2,2,1,4,2,0.0,56.657731,104.145106,0.529,0.85,0,0,0.0,1,0.537,30,3,0.882316,0,1,1,Robotic,0,5,400,15,2,448,40,0.0,AB Compact Logix,AB PanelView Plus,10.0,0,,1,1,2,263,17,21,3.1529,37.8263,13.374659,1232.91,1166.96,1928.83,808.55,749.15,1972.11,1.632463,189.19,215.52,624.29,1.896669,310.79,356.37,449.04,0.260039,508.94,531.83,812.22,0.527217,116.68,132.48,300.72,1.269928,956.6,1186.67,3605.44,2.038284,119.42,132.01,243.63,0.845542,561.74,456.83,846.75,0.853534,344.91,407.59,939.9,1.305994,446.18,471.35,1063.24,1.255734,651.95,563,1308.56,1.324304,144.52,181.89,279.74,0.537963,643490
452,450-24-03,Honeywell Machine Tending,D,Automotive,Machine Tending,2024-01-17T00:00:00.000,2024-05-15T00:00:00.000,actuals,yes,3,0,3,2,2,1,3,0.0,133.967622,0.0,0.85,0.495,0,0,0.0,0,0.647,0,3,0.27452,1,1,1,Robotic,0,3,151,8,2,71,20,3.5,,,,2,Cognex 2D,0,1,2,210,3,11,3.2578,40.1903,13.139447,760.98,763.2,1424.49,393.02,510.56,754.31,0.477417,111.07,140.4,355.62,1.532906,179.88,202.26,366.59,0.812469,353.0,380.92,499.19,0.310485,69.99,74.64,164.32,1.201501,976.59,1228.66,1904.44,0.550014,77.46,65.83,108.3,0.645147,440.7,477.74,1100.11,1.302738,287.73,242.67,415.45,0.711996,249.85,263.4,684.49,1.598671,430.16,558,1272.71,1.279821,61.4,61.06,112.61,0.844252,508620
453,510-24-01,Cummins Baffle Roller,D,Aerospace / Precision Machining,Machine Tending,2024-03-06T00:00:00.000,2024-04-11T00:00:00.000,actuals,yes,8,3,3,1,3,4,0,0.0,0.0,0.0,0.569,0.587,0,1,0.716,0,0.534,20,5,0.907287,0,1,1,Robotic,0,5,279,18,2,406,20,1.0,AB Compact Logix,AB OPTIXPANEL,10.0,1,Keyence Laser,1,5,2,309,17,15,5.2097,0.0,14.637354,968.29,1066.48,2498.83,482.35,625.54,1197.44,0.91425,99.03,100.32,235.59,1.348385,405.53,454.03,1006.78,1.217431,375.59,336.58,569.06,0.690712,86.71,92.74,217.36,1.343757,1106.35,1311.17,4444.83,2.389972,94.67,102.05,231.26,1.266144,687.76,725.64,1794.31,1.472728,228.84,269.9,712.24,1.638903,244.65,239.53,320.11,0.336409,404.64,459,1055.1,1.298643,94.39,76.93,83.39,0.083972,2274690
454,424-25-02,Polaris Kitting Cell,A,Food & Beverage,Engineered Manufacturing Systems,2025-08-13T00:00:00.000,2025-09-01T00:00:00.000,actuals,yes,1,2,0,1,0,20,1,0.0,0.0,0.0,0.596,0.833,0,0,0.0,1,0.517,20,4,0.05,0,1,1,Robotic,0,4,162,9,2,141,8,3.5,Siemens S7-1500,AB PanelView Plus,12.0,2,Matrox GTR5000,0,1,3,211,7,5,4.1321,0.0,14.447248,707.34,762.71,1250.37,414.36,391.89,646.0,0.648422,75.5,94.28,221.66,1.351082,159.55,161.01,171.54,0.0654,256.32,245.44,268.46,0.093791,99.27,81.29,170.8,1.101119,675.22,604.51,1296.46,1.144646,72.68,58.8,74.34,0.264286,755.55,646.82,979.3,0.514022,217.95,222.37,223.51,0.005127,129.45,133.02,130.32,-0.020298,298.44,281,422.8,0.504305,43.57,51.62,114.84,1.224719,1880880
455,515-22-02,John Deere OP75 Cell,A,General Industry,Machine Tending,2022-11-16T00:00:00.000,2023-03-15T00:00:00.000,actuals,yes,4,0,0,3,0,9,0,0.0,65.034859,52.141743,0.608,0.817,0,0,0.0,0,0.22,0,3,0.234091,0,1,1,Robotic,0,3,164,8,2,151,20,1.0,,,,0,,0,6,2,119,4,7,3.5042,29.9388,12.475736,447.94,397.93,685.47,277.95,353.46,880.78,1.49188,68.42,55.22,114.19,1.06791,148.11,140.09,295.41,1.108716,154.46,125.46,278.28,1.218077,66.04,60.87,119.03,0.955479,463.66,421.98,488.89,0.158562,61.48,61.5,102.97,0.674309,310.15,391.83,839.22,1.141796,156.07,136.55,184.19,0.348883,174.77,204.68,338.16,0.65214,190.12,158,270.89,0.711893,32.97,31.42,83.22,1.648631,261900
456,462-24-02,Emerson End-of-Line Packaging,E,Automotive,Engineered Manufacturing Systems,2024-02-09T00:00:00.000,2024-04-30T00:00:00.000,actuals,yes,3,1,3,5,1,4,3,31.496971,0.0,0.0,0.235,0.888,0,1,0.599,0,0.473,30,2,0.688637,0,1,1,Robotic,0,3,130,15,3,240,8,3.5,AB Compact Logix,AB PanelView Plus,10.0,0,,1,1,5,177,6,15,2.5336,31.497,13.220808,509.16,433.77,990.27,304.6,271.38,362.92,0.337313,78.21,69.49,102.52,0.47532,188.25,185.26,200.82,0.08399,226.76,277.36,558.72,1.014422,50.2,61.72,118.65,0.922391,710.11,640.27,1920.69,1.999813,71.34,79.68,156.23,0.960718,356.03,311.91,651.29,1.08807,243.16,265.55,383.42,0.443871,211.74,264.69,540.14,1.040651,315.9,335,469.94,0.401175,44.27,42.86,79.11,0.845777,551730
457,439-23-01,Harley-Davidson Machine Tending,A,Precision Machining,End of Line Automation,2023-03-02T00:00:00.000,2023-03-28T00:00:00.000,actuals,yes,6,0,1,1,0,5,2,108.447867,87.328773,0.0,0.484,0.593,0,0,0.0,1,0.687,0,2,0.99,0,1,0,Semi-Automatic,0,3,189,8,2,197,60,1.0,,,,0,,1,1,4,111,6,10,2.3838,134.6465,13.711486,927.84,1042.87,2227.07,463.44,475.0,510.94,0.075663,91.2,90.78,117.08,0.289711,335.75,310.47,554.56,0.786195,255.99,319.3,821.72,1.573505,91.99,99.39,151.64,0.525707,1216.1,998.8,2018.14,1.020565,65.34,68.64,132.43,0.929341,490.79,430.96,542.68,0.259235,0.0,0.0,0.0,,223.31,186.73,373.85,1.002089,252.07,216,431.82,0.997317,70.07,84.74,173.83,1.051333,901200
458,449-24-02,Boston Scientific Laser Marking,H,Consumer Goods (Pet Products),Machine Tending,2024-09-09T00:00:00.000,2024-11-23T00:00:00.000,actuals,yes,6,1,8,1,0,11,0,0.0,0.0,41.348101,0.82,0.884,0,0,0.0,0,0.255,0,3,0.781547,1,1,1,Robotic,0,3,140,9,2,233,60,0.0,,,,0,,1,2,4,232,9,16,3.1894,8.2696,12.58356,417.53,443.63,580.69,236.74,289.4,376.69,0.301624,43.51,40.26,76.5,0.900149,185.16,206.05,432.14,1.097258,137.87,173.96,240.76,0.383996,38.74,35.32,47.16,0.335221,488.82,492.45,1715.01,2.482607,43.51,45.56,50.77,0.114355,409.38,384.75,554.74,0.441819,0.0,0.0,0.0,,156.16,145.57,75.61,-0.480594,176.07,185,264.37,0.428409,38.91,42.44,65.04,0.532516,291720
459,519-24-03,Goodyear Baffle Roller,F,Consumer Goods (Industrial Markers),Machine Tending,2024-04-05T00:00:00.000,2024-08-14T00:00:00.000,actuals,yes,7,1,3,1,1,24,2,0.011509,83.805843,0.0,0.814,0.663,1,0,0.0,1,0.256,120,2,0.35653,0,1,1,Robotic,0,4,192,15,2,333,20,0.0,,,,2,Keyence CV-X,1,1,2,223,10,14,3.6113,25.1533,13.418268,521.37,513.88,445.98,257.3,228.6,454.61,0.98867,56.14,67.84,138.75,1.045254,202.88,258.81,299.47,0.157104,229.69,224.53,533.08,1.374204,66.52,70.97,55.7,-0.215161,664.77,716.05,1321.86,0.846044,30.2,27.81,50.61,0.819849,510.97,441.33,450.34,0.020416,253.77,282.19,309.48,0.096708,164.08,161.8,245.15,0.515142,171.76,142,274.38,0.937712,32.15,37.26,47.97,0.28744,672170
460,446-23-03,John Deere CNC Tending,E,Consumer Goods (Pet Products),End of Line Automation,2023-03-20T00:00:00.000,2023-07-08T00:00:00.000,actuals,yes,4,3,1,5,1,11,2,38.818224,0.372927,31.979576,0.722,0.874,1,0,0.0,0,0.34,30,5,0.073824,1,1,1,Robotic,0,4,203,15,2,187,40,3.5,Keyence,AB PanelView Plus,10.0,2,Matrox GTR5000,0,5,3,240,13,15,5.2278,45.326,13.590456,826.94,798.35,1007.82,417.41,412.59,520.82,0.262319,108.88,96.65,143.97,0.489602,177.52,206.99,173.23,-0.1631,397.64,467.56,429.4,-0.081615,70.54,87.64,150.69,0.71942,850.35,898.41,1349.18,0.501742,98.91,119.36,221.64,0.856903,825.12,1017.8,882.78,-0.132659,474.39,446.79,644.53,0.442579,137.04,141.45,233.6,0.651467,413.86,420,486.71,0.159634,72.0,80.87,76.09,-0.059107,798470
461,436-25-01,Eaton Assembly Cell,D,Aerospace / Precision Machining,Engineered Manufacturing Systems,2025-09-21T00:00:00.000,2026-01-04T00:00:00.000,actuals,yes,8,0,1,4,1,1,2,0.0,14.436336,0.0,0.21,0.772,0,0,0.0,0,0.881,0,2,0.667298,0,0,0,Semi-Automatic,0,5,246,9,3,368,20,0.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,1,5,176,8,15,2.8135,4.3309,13.517494,877.37,944.87,2118.59,440.53,513.5,1039.03,1.023427,120.6,136.66,205.22,0.501683,373.2,394.83,807.97,1.046374,438.12,366.01,1092.71,1.985465,133.23,109.6,174.76,0.594526,542.76,593.58,1782.67,2.003251,92.6,78.27,187.73,1.398492,693.55,752.09,964.22,0.282054,0.0,0.0,0.0,,317.33,372.26,843.3,1.265352,324.11,367,345.38,-0.059986,91.78,81.6,190.5,1.334559,742290
462,495-24-01,Boston Scientific CNC Tending,F,Aerospace / Precision Machining,Engineered Manufacturing Systems,2024-11-18T00:00:00.000,2025-04-16T00:00:00.000,actuals,yes,3,3,1,1,2,0,2,0.0,32.553851,0.0,0.549,0.748,0,0,0.0,1,0.556,20,3,0.963556,0,1,1,Robotic,0,5,249,8,2,222,8,1.0,,,,1,Keyence CV-X,1,1,5,342,12,10,4.129,9.7662,13.731342,526.67,558.52,820.73,317.34,309.03,644.91,1.086885,71.93,61.94,134.11,1.16516,151.46,162.57,443.38,1.727317,155.52,150.94,376.35,1.493375,51.66,56.56,166.05,1.93582,282.53,268.21,730.46,1.723463,69.6,86.33,94.94,0.099734,611.1,747.98,1239.85,0.657598,0.0,0.0,0.0,,156.59,192.42,346.24,0.799397,254.9,277,781.83,1.818116,41.64,46.42,72.84,0.569151,919280
463,443-22-03,Bridgestone Robotic Weld Cell,A,Precision Machining,Engineered Manufacturing Systems,2022-06-25T00:00:00.000,2022-11-27T00:00:00.000,actuals,yes,4,2,0,2,0,12,2,0.0,0.0,0.0,0.48,0.848,0,0,0.0,0,0.537,0,3,0.129276,0,1,1,Robotic,0,4,199,8,2,134,8,0.0,,,,0,,1,6,2,154,10,10,4.1289,0.0,12.533562,990.59,1071.64,1404.04,562.54,678.91,1520.27,1.239281,152.58,192.34,368.15,0.914058,383.37,404.38,842.74,1.08403,467.94,414.25,503.54,0.215546,117.55,99.53,186.81,0.876922,950.42,1072.78,2438.78,1.273327,94.05,90.72,123.09,0.356812,819.13,850.99,1831.13,1.151764,439.35,471.55,1024.25,1.172092,149.93,129.23,277.1,1.144239,555.22,594,952.95,0.602998,110.37,137.55,259.56,0.887023,277500
464,516-22-02,Midwest Milk Machine Tending,C,Chemicals / Industrial Packaging,Engineered Manufacturing Systems,2022-08-14T00:00:00.000,2022-11-20T00:00:00.000,actuals,yes,13,1,4,1,0,2,0,0.0,86.594465,0.0,0.83,0.373,0,0,0.0,1,0.605,0,5,0.71869,0,1,1,Robotic,0,5,325,18,3,337,40,3.0,Siemens S7-1500,AB PanelView Plus,12.0,0,,1,1,4,239,16,19,3.4595,25.9783,13.653023,1236.47,1247.96,2993.54,535.75,552.59,1356.7,1.455166,157.36,131.13,350.12,1.670022,334.32,428.87,985.14,1.29706,503.36,551.2,1225.14,1.222678,122.58,132.38,260.4,0.967065,981.61,986.47,1290.75,0.308453,147.14,157.86,278.64,0.765108,1161.18,1013.03,1442.43,0.423877,726.69,708.16,825.36,0.165499,307.27,300.03,721.68,1.405359,602.63,647,1501.95,1.320617,168.86,194.7,406.0,1.085259,850030
465,504-24-03,Allison Vision Inspection,D,Heavy Equipment / Powertrain,Machine Tending,2024-02-20T00:00:00.000,2024-08-15T00:00:00.000,actuals,yes,6,0,11,5,0,6,1,0.0,27.41757,84.632767,0.56,0.901,0,0,0.0,0,0.567,0,3,0.853362,0,0,1,Robotic,0,3,135,8,2,258,40,1.5,AB Compact Logix,AB PanelView Plus,10.0,0,,1,6,3,188,6,23,3.9962,25.1518,12.448931,599.84,580.73,841.3,355.08,372.42,880.43,1.364078,68.74,63.73,128.0,1.008473,168.24,134.69,278.66,1.068899,259.6,306.37,394.58,0.28792,64.13,75.48,204.26,1.706147,565.31,592.23,1517.26,1.561944,77.86,69.14,127.25,0.840469,665.0,819.73,1892.58,1.308785,258.73,298.7,273.28,-0.085102,176.33,209.0,462.22,1.211579,216.56,251,427.9,0.707979,83.81,77.58,119.18,0.536221,254980
466,454-25-03,Cummins Robotic Weld Cell,,Heavy Equipment / Powertrain,Metal Finishing,2025-06-08T00:00:00.000,2025-09-06T00:00:00.000,actuals,yes,6,0,2,1,1,4,2,34.705893,172.18951,0.0,0.329,0.933,0,0,0.0,0,0.523,0,0,0.670264,1,1,1,Robotic,0,3,164,8,2,213,60,0.0,AB Compact Logix,AB PanelView Plus,12.0,2,Keyence IV3,1,1,2,145,6,11,3.6926,86.3627,13.634624,365.58,405.69,618.99,248.68,308.86,233.0,-0.245613,39.81,34.54,83.79,1.425883,147.24,190.89,435.75,1.282728,174.71,182.73,222.88,0.219723,51.34,52.25,25.48,-0.512344,488.69,562.42,659.15,0.171989,20.82,17.13,24.05,0.40397,261.43,238.32,526.0,1.207116,152.18,176.35,93.59,-0.469294,56.72,47.82,112.14,1.345044,123.16,144,302.4,1.095053,22.42,26.78,85.66,2.198656,834530
467,422-23-01,Textron Trolley Loading,,Consumer Goods (Pet Products),Machine Tending,2023-01-11T00:00:00.000,2023-02-28T00:00:00.000,actuals,yes,6,0,1,5,2,7,2,0.0,0.0,0.0,0.328,0.928,0,1,0.822,0,0.415,0,5,0.140696,0,1,1,Robotic,0,4,259,18,3,316,60,0.0,AB Compact Logix,AB PanelView Plus,12.0,1,Matrox GTR5000,1,5,2,255,6,14,3.9417,0.0,12.443556,786.9,745.64,1415.66,422.57,362.29,559.78,0.545116,80.93,95.08,159.31,0.675536,324.65,379.48,494.77,0.30381,344.67,358.78,964.0,1.686883,118.85,121.86,218.83,0.795749,1007.09,1221.41,1381.5,0.13107,81.25,83.94,84.82,0.010484,904.23,911.22,2046.96,1.246395,221.46,209.49,447.52,1.136236,220.26,222.88,386.88,0.735822,344.11,379,617.73,0.630411,62.43,57.55,117.15,1.035621,253610
468,478-25-01,Weldon Baffle Roller,H,Automotive,Engineered Manufacturing Systems,2025-12-02T00:00:00.000,2026-02-05T00:00:00.000,actuals,yes,2,1,0,1,2,12,3,8.494703,0.0,0.0,0.488,0.847,1,0,0.0,0,0.688,20,5,0.175721,0,1,1,Robotic,0,4,108,8,3,92,8,3.5,AB GuardLogix,AB PanelView Plus,10.0,2,Matrox GTR5000,1,1,2,138,5,7,3.0297,8.4947,12.96439,662.33,736.85,1798.65,281.57,260.3,384.2,0.475989,106.63,113.39,201.85,0.780139,217.74,235.27,463.62,0.970587,277.64,264.91,383.12,0.446227,83.15,104.67,238.1,1.274768,534.47,568.83,1144.07,1.011269,66.43,82.29,194.86,1.367967,668.72,775.02,2009.3,1.592578,0.0,0.0,0.0,,226.33,234.08,694.22,1.965738,233.64,259,396.61,0.530308,92.57,102.98,192.01,0.864537,426940
469,478-24-02,Medtronic Laser Marking,B,Precision Machining,Machine Tending,2024-05-08T00:00:00.000,2024-05-16T00:00:00.000,actuals,yes,5,2,7,4,0,3,1,0.0,0.0,0.0,0.495,0.666,0,0,0.0,0,0.755,30,5,0.076993,0,1,1,Robotic,0,5,228,8,3,271,20,0.5,,,,1,Keyence IV3,1,1,3,160,11,19,4.7407,0.0,12.612141,735.67,701.1,1139.18,359.3,337.02,561.33,0.665569,106.26,101.08,184.62,0.826474,294.41,271.27,563.04,1.07557,240.51,216.33,594.83,1.749642,84.02,80.24,98.04,0.221834,667.69,547.63,1465.72,1.676479,58.89,52.84,77.41,0.464989,677.38,834.88,1392.14,0.667473,0.0,0.0,0.0,,200.64,190.61,581.78,2.052201,378.11,312,623.99,1.000353,98.99,119.31,232.13,0.945604,300180
470,492-22-02,Siemens Plant Robotic Weld Cell,A,Consumer Goods (Pet Products),End of Line Automation,2022-07-12T00:00:00.000,2022-10-14T00:00:00.000,actuals,yes,2,2,7,10,0,4,3,20.939733,4.959671,0.0,0.233,0.734,0,0,0.0,0,0.277,0,3,0.30685,0,1,1,Robotic,0,3,153,8,2,232,8,2.0,Siemens S7-1500,AB PanelView Plus,10.0,0,,1,2,1,98,8,24,3.225,22.4276,14.121359,527.94,453.76,915.15,233.05,231.13,272.82,0.180375,61.99,66.68,93.82,0.407019,176.14,226.53,207.15,-0.085552,196.43,184.94,303.42,0.64064,69.35,80.97,126.3,0.559837,357.93,431.7,453.48,0.050452,28.35,30.83,41.38,0.342199,304.35,283.15,508.39,0.795479,215.33,196.37,423.9,1.15868,200.99,212.61,339.36,0.596162,149.3,187,317.97,0.703745,37.85,38.51,31.17,-0.1906,1357780
471,476-22-02,Tyson Foods Depalletizing System,A,Consumer Goods (Industrial Markers),Engineered Manufacturing Systems,2022-01-01T00:00:00.000,2022-05-26T00:00:00.000,actuals,yes,8,2,1,1,2,15,4,4.390386,70.311535,68.661362,0.413,0.646,1,0,0.0,0,0.669,0,3,0.203173,0,1,1,Robotic,0,5,251,8,2,367,72,1.0,AB Compact Logix,AB PanelView Plus,12.0,2,Keyence Laser,1,1,4,220,14,16,5.0456,39.2161,13.565127,933.19,980.81,2236.97,538.02,646.66,1340.26,1.072588,101.24,127.52,345.29,1.707732,230.9,244.27,553.08,1.264216,389.73,480.75,713.05,0.483203,88.24,83.12,206.05,1.478946,692.96,841.78,2027.11,1.408123,82.8,104.69,153.61,0.467284,787.38,747.19,1955.85,1.617607,274.74,252.74,419.94,0.661549,245.59,218.95,499.65,1.282028,415.46,454,990.07,1.180195,121.21,148.6,183.86,0.237281,778500
472,464-24-02,Emerson Palletizer,B,Automotive,End of Line Automation,2024-06-17T00:00:00.000,2024-07-27T00:00:00.000,actuals,yes,7,2,2,1,1,3,0,53.53455,49.085752,0.0,0.594,0.853,0,0,0.0,0,0.775,0,4,0.05,1,1,1,Robotic,0,5,302,8,2,182,0,1.0,AB Compact Logix,Omron NA5,10.0,0,,1,5,4,291,13,12,4.6009,68.2603,13.20007,990.56,863.78,1236.68,567.55,561.72,607.71,0.081874,141.19,153.14,213.59,0.394737,345.6,402.56,441.34,0.096333,456.66,455.19,567.69,0.24715,106.82,113.31,248.6,1.193981,1004.54,894.78,762.15,-0.148226,71.13,83.33,52.84,-0.365895,885.81,1063.91,2080.02,0.955071,0.0,0.0,0.0,,336.22,286.36,386.88,0.351027,557.13,701,1363.83,0.944495,122.98,109.29,167.65,0.533992,540400
473,447-24-02,Cummins Machine Tending,B,Pharmaceutical / Medical Device,Machine Tending,2024-07-16T00:00:00.000,2025-01-02T00:00:00.000,actuals,yes,10,1,9,3,1,8,1,0.0,166.880507,0.0,0.197,0.829,0,0,0.0,0,0.625,30,1,0.940746,0,1,1,Robotic,0,4,228,8,2,445,60,2.0,Keyence,AB YW0,12.0,2,Keyence Laser,1,2,1,208,13,24,3.8745,50.0642,13.492255,1025.84,943.29,2136.02,580.41,472.35,855.18,0.81048,150.73,157.88,333.22,1.11059,223.1,220.08,366.64,0.66594,367.92,386.13,581.59,0.506203,110.84,121.85,308.76,1.533935,987.67,1163.1,3505.6,2.014014,121.96,138.85,316.91,1.282391,743.78,692.81,1011.82,0.460458,424.98,364.44,786.99,1.15945,236.91,224.09,361.54,0.61337,537.75,652,882.55,0.35456,64.57,77.58,262.58,2.384635,723790
